idx	Age	Sex	Hand	Condition	Faculty	list_of_files_new	Predict	cmx	cmx_w	cmx_r
1	18.0	f	r	stock	chemistry	los_chem_gielda_2_28_13_1_5.csv	64.8464	0.8422348970611473	0.7319166296717954;0.6045035754636612;0.6045035754636612;0.5709621982673382;0.33393765460224684;0.63724866442909;0.5564076145249519;0.7913437638589745;0.566484330398879;0.6706970393393754;0.6706970393393754;0.566484330398879;0.7913437638589745;0.8436961352586385;0.860642201555723;0.7446510127773696;0.8944399738865968;0.8944399738865968;0.7446510127773696;0.7759044013478733;0.5329776413959308;0.2643859147668701;0.0;0.0;0.2643859147668701;0.3359884198422805;0.6025418881425905;0.566484330398879;0.613510923657529;0.4498077086069047;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.4498077086069047;0.613510923657529;0.566484330398879;0.7913437638589745;0.8436961352586385;0.860642201555723;0.8119780380605515;0.7759044013478733;0.5329776413959308;0.2643859147668701;0.0;0.0;0.2643859147668701;0.3359884198422805;0.4583226590910291;0.33393765460224684;0.5709621982673382;0.6045035754636612;0.6551511852557009;0.6848693287074235;0.613510923657529;0.4498077086069047;0.4498077086069047;0.613510923657529;0.6848693287074235;0.8370216013592344;0.7791649395772793;0.7939734381913918;0.7561827725691647;0.7675254639365093;0.5263753898204446;0.8526287757560375;0.613510923657529;0.566484330398879;0.7913437638589745;0.5564076145249519;0.63724866442909;0.33393765460224684;0.33393765460224684;0.63724866442909;0.8436961352586385;0.860642201555723;0.7446510127773696;0.8944399738865968;0.8944399738865968;0.9125958845622789;0.8944399738865968;0.8944399738865968;0.7446510127773696;0.7759044013478733;0.5329776413959308;0.2643859147668701;0.0;0.0;0.0;0.2643859147668701;0.5329776413959308;0.7759044013478733;0.8119780380605515;0.7759044013478733;0.5329776413959308;0.2643859147668701;0.2643859147668701;0.3359884198422805;0.6025418881425905;0.8344119923019928;1.0;0.8672585728396711;0.8370216013592344;0.877183040794042;0.7446510127773696;0.7759044013478733;0.5329776413959308;0.2643859147668701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2643859147668701;0.5329776413959308;0.5737638108379851;0.6883397820867946;0.7561827725691647;0.7675254639365093;0.5263753898204446;0.4498077086069047;0.4498077086069047;0.613510923657529;0.566484330398879;0.6025418881425905;0.3359884198422805;0.6804312903284486;0.3359884198422805;0.6025418881425905;0.566484330398879;0.6706970393393754;0.6706970393393754;0.566484330398879;0.6025418881425905;0.3359884198422805;0.2643859147668701;0.2643859147668701;0.5329776413959308;0.7759044013478733;0.8119780380605515;0.860642201555723;0.8436961352586385;0.63724866442909;0.33393765460224684;0.5709621982673382;0.6045035754636612;0.6045035754636612;0.7319166296717954;0.8947908275828038;0.8632243318508748;0.6883397820867946;0.5737638108379851;0.8758252916635021;0.6628402493794211;0.4583226590910291;0.33393765460224684;0.33393765460224684;0.4583226590910291;0.3359884198422805;0.2643859147668701;0.0;0.2643859147668701;0.3359884198422805;0.6025418881425905;0.8344119923019928;1.0;0.8344119923019928;0.6025418881425905;0.3359884198422805;0.2643859147668701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2643859147668701;0.3359884198422805;0.6025418881425905;0.566484330398879;0.613510923657529;0.4498077086069047;0.3151924800742898;0.4498077086069047;0.5263753898204446;0.7675254639365093;0.7561827725691647;0.7939734381913918;0.9648122614886282;0.8944399738865968;0.9125958845622789;0.877183040794042;0.8370216013592344;0.6848693287074235;0.6706970393393754;0.6706970393393754;0.566484330398879;0.6025418881425905;0.6628402493794211;0.6628402493794211;0.4583226590910291;0.33393765460224684;0.5709621982673382;0.6045035754636612;0.6551511852557009;0.6848693287074235;0.613510923657529;0.4498077086069047;0.3151924800742898;0.4498077086069047;0.613510923657529;0.566484330398879;0.6025418881425905;0.3359884198422805;0.2643859147668701;0.2643859147668701;0.5329776413959308;0.5737638108379851;0.6252944994548113;0.6683219164654103;0.6252944994548113;0.5737638108379851;0.8758252916635021;0.6628402493794211;0.4583226590910291;0.646581392917357;0.614717414511927;0.5590116525636007;0.614717414511927;0.646581392917357;0.4583226590910291;0.6628402493794211;0.6628402493794211;0.4583226590910291;0.33393765460224684;0.33393765460224684;0.63724866442909;0.8436961352586385;0.8746709732698501;0.6883397820867946;0.8632243318508748;0.8947908275828038;0.646581392917357;0.63724866442909;0.5564076145249519;0.7913437638589745;0.566484330398879;0.6706970393393754;0.6706970393393754;0.566484330398879;0.6025418881425905;0.3359884198422805;0.2643859147668701;0.0;0.2643859147668701;0.3359884198422805;0.6025418881425905;0.566484330398879;0.613510923657529;0.8526287757560375;0.613510923657529;0.566484330398879;0.6025418881425905;0.3359884198422805;0.6804312903284486	21.56657302856884;21.03750787144087;21.03750787144087;20.89823192277965;19.914020154082003;21.173477342907773;20.837796018605978;21.813336017509087;20.879638193258383;21.31236711238679;21.31236711238679;20.879638193258383;21.813336017509087;22.030722028485165;22.101088234553206;21.61945080032112;22.24142882869358;22.24142882869358;21.61945080032112;21.7492261913719;20.74050628254204;19.625216134798254;18.527390041483976;18.527390041483976;19.625216134798254;19.922535674259226;21.02936223505213;20.879638193258383;21.074909644101545;20.39515459285199;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;20.39515459285199;21.074909644101545;20.879638193258383;21.813336017509087;22.030722028485165;22.101088234553206;21.899016998869488;21.7492261913719;20.74050628254204;19.625216134798254;18.527390041483976;18.527390041483976;19.625216134798254;19.922535674259226;20.430511751848126;19.914020154082003;20.89823192277965;21.03750787144087;21.247815094663142;21.371215591830044;21.074909644101545;20.39515459285199;20.39515459285199;21.074909644101545;21.371215591830044;22.003006945849474;21.76276512724769;21.82425537795078;21.6673348444179;21.714433807925325;20.71309134229991;22.067813587726842;21.074909644101545;20.879638193258383;21.813336017509087;20.837796018605978;21.173477342907773;19.914020154082003;19.914020154082003;21.173477342907773;22.030722028485165;22.101088234553206;21.61945080032112;22.24142882869358;22.24142882869358;22.31681874689411;22.24142882869358;22.24142882869358;21.61945080032112;21.7492261913719;20.74050628254204;19.625216134798254;18.527390041483976;18.527390041483976;18.527390041483976;19.625216134798254;20.74050628254204;21.7492261913719;21.899016998869488;21.7492261913719;20.74050628254204;19.625216134798254;19.625216134798254;19.922535674259226;21.02936223505213;21.992170903699062;22.6797522967967;22.128561804939807;22.003006945849474;22.169771791077597;21.61945080032112;21.7492261913719;20.74050628254204;19.625216134798254;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;19.625216134798254;20.74050628254204;20.909865233072015;21.385626171451367;21.6673348444179;21.714433807925325;20.71309134229991;20.39515459285199;20.39515459285199;21.074909644101545;20.879638193258383;21.02936223505213;19.922535674259226;21.35278724877756;19.922535674259226;21.02936223505213;20.879638193258383;21.31236711238679;21.31236711238679;20.879638193258383;21.02936223505213;19.922535674259226;19.625216134798254;19.625216134798254;20.74050628254204;21.7492261913719;21.899016998869488;22.101088234553206;22.030722028485165;21.173477342907773;19.914020154082003;20.89823192277965;21.03750787144087;21.03750787144087;21.56657302856884;22.242885700338846;22.111810174929094;21.385626171451367;20.909865233072015;22.16413392483576;21.279742874309157;20.430511751848126;19.914020154082003;19.914020154082003;20.430511751848126;19.922535674259226;19.625216134798254;18.527390041483976;19.625216134798254;19.922535674259226;21.02936223505213;21.992170903699062;22.6797522967967;21.992170903699062;21.02936223505213;19.922535674259226;19.625216134798254;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;19.625216134798254;19.922535674259226;21.02936223505213;20.879638193258383;21.074909644101545;20.39515459285199;19.836183398902865;20.39515459285199;20.71309134229991;21.714433807925325;21.6673348444179;21.82425537795078;22.533640059552265;22.24142882869358;22.31681874689411;22.169771791077597;22.003006945849474;21.371215591830044;21.31236711238679;21.31236711238679;20.879638193258383;21.02936223505213;21.279742874309157;21.279742874309157;20.430511751848126;19.914020154082003;20.89823192277965;21.03750787144087;21.247815094663142;21.371215591830044;21.074909644101545;20.39515459285199;19.836183398902865;20.39515459285199;21.074909644101545;20.879638193258383;21.02936223505213;19.922535674259226;19.625216134798254;19.625216134798254;20.74050628254204;20.909865233072015;21.123839319474797;21.30250474181321;21.123839319474797;20.909865233072015;22.16413392483576;21.279742874309157;20.430511751848126;21.212230212421535;21.079919431186728;20.848608927869062;21.079919431186728;21.212230212421535;20.430511751848126;21.279742874309157;21.279742874309157;20.430511751848126;19.914020154082003;19.914020154082003;21.173477342907773;22.030722028485165;22.159340776707346;21.385626171451367;22.111810174929094;22.242885700338846;21.212230212421535;21.173477342907773;20.837796018605978;21.813336017509087;20.879638193258383;21.31236711238679;21.31236711238679;20.879638193258383;21.02936223505213;19.922535674259226;19.625216134798254;18.527390041483976;19.625216134798254;19.922535674259226;21.02936223505213;20.879638193258383;21.074909644101545;22.067813587726842;21.074909644101545;20.879638193258383;21.02936223505213;19.922535674259226;21.35278724877756
2	23.0	f	r	stock	chemistry	los_chem_gielda_2_28_13_25_22.csv	96.925	0.16360476809208951	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2643859147668701;0.3359884198422805;0.4583226590910291;0.33393765460224684;0.33393765460224684;0.4583226590910291;0.3359884198422805;0.2643859147668701;0.0;0.0;0.0;0.2643859147668701;0.3359884198422805;0.6025418881425905;0.566484330398879;0.613510923657529;0.4498077086069047;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.4498077086069047;0.613510923657529;0.566484330398879;0.6025418881425905;0.3359884198422805;0.2643859147668701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2643859147668701;0.3359884198422805;0.4583226590910291;0.646581392917357;0.8947908275828038;0.8632243318508748;0.7939734381913918;0.7791649395772793;0.8370216013592344;0.8672585728396711;1.0;0.8344119923019928;0.6025418881425905;0.3359884198422805;0.2643859147668701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2643859147668701;0.3359884198422805;0.4583226590910291;0.33393765460224684;0.33393765460224684;0.4583226590910291;0.3359884198422805;0.2643859147668701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2643859147668701;0.3359884198422805;0.6025418881425905;0.566484330398879;0.6706970393393754;0.6706970393393754;0.566484330398879;0.6025418881425905;0.3359884198422805;0.2643859147668701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;19.625216134798254;19.922535674259226;20.430511751848126;19.914020154082003;19.914020154082003;20.430511751848126;19.922535674259226;19.625216134798254;18.527390041483976;18.527390041483976;18.527390041483976;19.625216134798254;19.922535674259226;21.02936223505213;20.879638193258383;21.074909644101545;20.39515459285199;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;20.39515459285199;21.074909644101545;20.879638193258383;21.02936223505213;19.922535674259226;19.625216134798254;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;19.625216134798254;19.922535674259226;20.430511751848126;21.212230212421535;22.242885700338846;22.111810174929094;21.82425537795078;21.76276512724769;22.003006945849474;22.128561804939807;22.6797522967967;21.992170903699062;21.02936223505213;19.922535674259226;19.625216134798254;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;19.625216134798254;19.922535674259226;20.430511751848126;19.914020154082003;19.914020154082003;20.430511751848126;19.922535674259226;19.625216134798254;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;19.625216134798254;19.922535674259226;21.02936223505213;20.879638193258383;21.31236711238679;21.31236711238679;20.879638193258383;21.02936223505213;19.922535674259226;19.625216134798254;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976;18.527390041483976
3	21.0	f	r	stock	chemistry	los_chem_gielda_2_28_13_46_38.csv	69.1781	0.8085995508575589	0.6045035754636612;0.5709621982673382;0.5709621982673382;0.865613319199262;0.7791649395772793;0.7939734381913918;0.7561827725691647;0.8428786725709734;0.863024391835076;0.7343243380190593;0.649688096830227;0.595096455439392;0.595096455439392;0.649688096830227;0.457242017648394;0.8135774034050282;0.6706970393393754;0.6848693287074235;0.6551511852557009;0.6551511852557009;0.8672585728396711;1.0;0.8344119923019928;0.6025418881425905;0.6628402493794211;0.6628402493794211;0.6025418881425905;0.566484330398879;0.613510923657529;0.8526287757560375;0.5263753898204446;0.7675254639365093;0.842478403938701;0.6841257076881748;0.842478403938701;0.7675254639365093;0.8135774034050282;0.8135774034050282;0.7675254639365093;0.842478403938701;0.6841257076881748;0.842478403938701;0.8428786725709734;0.863024391835076;0.7343243380190593;0.649688096830227;0.595096455439392;0.7285293725381248;0.772642511755734;0.6841257076881748;0.842478403938701;0.7675254639365093;0.5263753898204446;0.4498077086069047;0.3151924800742898;0.4498077086069047;0.5263753898204446;0.457242017648394;0.649688096830227;0.595096455439392;0.595096455439392;0.649688096830227;0.457242017648394;0.8135774034050282;0.8135774034050282;0.457242017648394;0.5429283536723609;0.457242017648394;0.5263753898204446;0.4498077086069047;0.3151924800742898;0.4498077086069047;0.5263753898204446;0.457242017648394;0.5429283536723609;0.7343243380190593;0.8805273727363656;0.8672585728396711;0.8370216013592344;0.7791649395772793;0.7939734381913918;0.7561827725691647;0.7675254639365093;0.5263753898204446;0.4498077086069047;0.3151924800742898;0.4498077086069047;0.613510923657529;0.6848693287074235;0.6551511852557009;0.6045035754636612;0.5709621982673382;0.5709621982673382;0.865613319199262;0.877183040794042;0.9125958845622789;0.8944399738865968;0.8944399738865968;0.9125958845622789;0.877183040794042;0.8370216013592344;0.6848693287074235;0.613510923657529;0.4498077086069047;0.3151924800742898;0.4498077086069047;0.613510923657529;0.6848693287074235;0.6551511852557009;0.6551511852557009;0.6848693287074235;0.613510923657529;0.4498077086069047;0.4498077086069047;0.5263753898204446;0.457242017648394;0.5429283536723609;0.457242017648394;0.8135774034050282;0.8135774034050282;0.457242017648394;0.5429283536723609;0.457242017648394;0.5263753898204446;0.4498077086069047;0.4498077086069047;0.5263753898204446;0.457242017648394;0.5429283536723609;0.457242017648394;0.5263753898204446;0.8526287757560375;0.5263753898204446;0.7675254639365093;0.7561827725691647;0.6883397820867946;0.5737638108379851;0.5329776413959308;0.6804312903284486;0.3359884198422805;0.4583226590910291;0.33393765460224684;0.5709621982673382;0.865613319199262;0.7791649395772793;0.7939734381913918;0.7561827725691647;0.7675254639365093;0.5263753898204446;0.4498077086069047;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.4498077086069047;0.5263753898204446;0.457242017648394;0.5429283536723609;0.7343243380190593;0.863024391835076;0.7343243380190593;0.649688096830227;0.614717414511927;0.7319166296717954;0.6045035754636612;0.6045035754636612;0.7319166296717954;0.8947908275828038;0.772642511755734;0.6841257076881748;0.842478403938701;0.7675254639365093;0.5263753898204446;0.8526287757560375;0.5263753898204446;0.457242017648394;0.5429283536723609;0.457242017648394;0.5263753898204446;0.8526287757560375;0.613510923657529;0.6848693287074235;0.6551511852557009;0.6551511852557009;0.6848693287074235;0.613510923657529;0.4498077086069047;0.3151924800742898;0.3151924800742898;0.4498077086069047;0.5263753898204446;0.457242017648394;0.5429283536723609;0.457242017648394;0.5263753898204446;0.4498077086069047;0.3151924800742898;0.4498077086069047;0.5263753898204446;0.457242017648394;0.649688096830227;0.614717414511927;0.7319166296717954;0.6045035754636612;0.6551511852557009;0.6848693287074235;0.613510923657529;0.4498077086069047;0.4498077086069047;0.5263753898204446;0.7675254639365093;0.842478403938701;0.6841257076881748;0.772642511755734;0.8947908275828038;0.7319166296717954;0.6045035754636612;0.6551511852557009;0.6848693287074235;0.613510923657529;0.4498077086069047;0.4498077086069047;0.613510923657529;0.6848693287074235;0.6551511852557009;0.6551511852557009;0.6848693287074235;0.613510923657529;0.4498077086069047;0.3151924800742898;0.3151924800742898;0.3151924800742898;0.4498077086069047;0.5263753898204446;0.7675254639365093;0.842478403938701;0.6841257076881748;0.842478403938701;0.7675254639365093;0.5263753898204446;0.8526287757560375;0.5263753898204446;0.457242017648394;0.5429283536723609;0.7343243380190593;0.863024391835076;0.7343243380190593;0.5429283536723609;0.457242017648394;0.8135774034050282;0.6706970393393754;0.6848693287074235;0.6551511852557009;0.6551511852557009;0.6848693287074235;0.613510923657529;0.4498077086069047;0.4498077086069047;0.613510923657529;0.6848693287074235;0.6551511852557009;0.6551511852557009;0.6848693287074235;0.613510923657529;0.8526287757560375;0.5263753898204446;0.457242017648394;0.5429283536723609;0.457242017648394;0.5263753898204446;0.4498077086069047;0.4498077086069047;0.5263753898204446;0.457242017648394;0.649688096830227;0.595096455439392;0.595096455439392;0.649688096830227;0.457242017648394;0.5263753898204446;0.4498077086069047;0.4498077086069047;0.5263753898204446	21.03750787144087;20.89823192277965;20.89823192277965;22.121730115822956;21.76276512724769;21.82425537795078;21.6673348444179;22.027327627275778;22.110979951554164;21.57657070583182;21.22513037248777;20.998446101320898;20.998446101320898;21.22513037248777;20.4260245371102;21.905658143158348;21.31236711238679;21.371215591830044;21.247815094663142;21.247815094663142;22.128561804939807;22.6797522967967;21.992170903699062;21.02936223505213;21.279742874309157;21.279742874309157;21.02936223505213;20.879638193258383;21.074909644101545;22.067813587726842;20.71309134229991;21.714433807925325;22.025665566915144;21.36812780797746;22.025665566915144;21.714433807925325;21.905658143158348;21.905658143158348;21.714433807925325;22.025665566915144;21.36812780797746;22.025665566915144;22.027327627275778;22.110979951554164;21.57657070583182;21.22513037248777;20.998446101320898;21.552507909897948;21.735681644148503;21.36812780797746;22.025665566915144;21.714433807925325;20.71309134229991;20.39515459285199;19.836183398902865;20.39515459285199;20.71309134229991;20.4260245371102;21.22513037248777;20.998446101320898;20.998446101320898;21.22513037248777;20.4260245371102;21.905658143158348;21.905658143158348;20.4260245371102;20.781825244612165;20.4260245371102;20.71309134229991;20.39515459285199;19.836183398902865;20.39515459285199;20.71309134229991;20.4260245371102;20.781825244612165;21.57657070583182;22.18365866880414;22.128561804939807;22.003006945849474;21.76276512724769;21.82425537795078;21.6673348444179;21.714433807925325;20.71309134229991;20.39515459285199;19.836183398902865;20.39515459285199;21.074909644101545;21.371215591830044;21.247815094663142;21.03750787144087;20.89823192277965;20.89823192277965;22.121730115822956;22.169771791077597;22.31681874689411;22.24142882869358;22.24142882869358;22.31681874689411;22.169771791077597;22.003006945849474;21.371215591830044;21.074909644101545;20.39515459285199;19.836183398902865;20.39515459285199;21.074909644101545;21.371215591830044;21.247815094663142;21.247815094663142;21.371215591830044;21.074909644101545;20.39515459285199;20.39515459285199;20.71309134229991;20.4260245371102;20.781825244612165;20.4260245371102;21.905658143158348;21.905658143158348;20.4260245371102;20.781825244612165;20.4260245371102;20.71309134229991;20.39515459285199;20.39515459285199;20.71309134229991;20.4260245371102;20.781825244612165;20.4260245371102;20.71309134229991;22.067813587726842;20.71309134229991;21.714433807925325;21.6673348444179;21.385626171451367;20.909865233072015;20.74050628254204;21.35278724877756;19.922535674259226;20.430511751848126;19.914020154082003;20.89823192277965;22.121730115822956;21.76276512724769;21.82425537795078;21.6673348444179;21.714433807925325;20.71309134229991;20.39515459285199;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;19.836183398902865;20.39515459285199;20.71309134229991;20.4260245371102;20.781825244612165;21.57657070583182;22.110979951554164;21.57657070583182;21.22513037248777;21.079919431186728;21.56657302856884;21.03750787144087;21.03750787144087;21.56657302856884;22.242885700338846;21.735681644148503;21.36812780797746;22.025665566915144;21.714433807925325;20.71309134229991;22.067813587726842;20.71309134229991;20.4260245371102;20.781825244612165;20.4260245371102;20.71309134229991;22.067813587726842;21.074909644101545;21.371215591830044;21.247815094663142;21.247815094663142;21.371215591830044;21.074909644101545;20.39515459285199;19.836183398902865;19.836183398902865;20.39515459285199;20.71309134229991;20.4260245371102;20.781825244612165;20.4260245371102;20.71309134229991;20.39515459285199;19.836183398902865;20.39515459285199;20.71309134229991;20.4260245371102;21.22513037248777;21.079919431186728;21.56657302856884;21.03750787144087;21.247815094663142;21.371215591830044;21.074909644101545;20.39515459285199;20.39515459285199;20.71309134229991;21.714433807925325;22.025665566915144;21.36812780797746;21.735681644148503;22.242885700338846;21.56657302856884;21.03750787144087;21.247815094663142;21.371215591830044;21.074909644101545;20.39515459285199;20.39515459285199;21.074909644101545;21.371215591830044;21.247815094663142;21.247815094663142;21.371215591830044;21.074909644101545;20.39515459285199;19.836183398902865;19.836183398902865;19.836183398902865;20.39515459285199;20.71309134229991;21.714433807925325;22.025665566915144;21.36812780797746;22.025665566915144;21.714433807925325;20.71309134229991;22.067813587726842;20.71309134229991;20.4260245371102;20.781825244612165;21.57657070583182;22.110979951554164;21.57657070583182;20.781825244612165;20.4260245371102;21.905658143158348;21.31236711238679;21.371215591830044;21.247815094663142;21.247815094663142;21.371215591830044;21.074909644101545;20.39515459285199;20.39515459285199;21.074909644101545;21.371215591830044;21.247815094663142;21.247815094663142;21.371215591830044;21.074909644101545;22.067813587726842;20.71309134229991;20.4260245371102;20.781825244612165;20.4260245371102;20.71309134229991;20.39515459285199;20.39515459285199;20.71309134229991;20.4260245371102;21.22513037248777;20.998446101320898;20.998446101320898;21.22513037248777;20.4260245371102;20.71309134229991;20.39515459285199;20.39515459285199;20.71309134229991
